Id,GRNRef,InvoiceRef,Warehouse_ID,Warehouse_Code,Warehouse_Name,PurchaseOrder_ID,CreatedBy,UpdatedBy,ReceivedDate,UpdatedDate,CreatedDate,PurchaseOrder,ProductCatNo,UOM,POItem,Quantity,CancelQty,UnitPrice,CurrentQuantity,ProductModel,MainCat,SubCat,ShippingAddr1,ShippingAddr2,ShippingAddr3,ShippingCity,Shipping_State,Shipping_Country,UnreceivedQty,Supplier_Code,Supplier_Name
3DF09041-7919-43F6-9C03-4F9098C7D6FE,GR000170,HEA1601110,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-08-12,2020-07-13,2016-08-19,PO000002,111893861501,SET,COVER - SIDE - MAROON - LEFT & RIGHT,10,0,624,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
3DF09041-7919-43F6-9C03-4F9098C7D6FE,GR000170,HEA1601110,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-08-12,2020-07-13,2016-08-19,PO000002,111893860808,SET,COVER - SIDE - COFFEE BROWN - LEFT & RIGHT,10,0,624,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
5939031F-093E-4044-8ECC-FF387CD75445,GR000173,HEA1608104 HEA1607116,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-08-19,2020-07-13,2016-08-22,PO000002,111893860805,SET,COVER - SIDE - BROWN - LEFT & RIGHT,7,0,483,0,OG5568,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
5939031F-093E-4044-8ECC-FF387CD75445,GR000173,HEA1608104 HEA1607116,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-08-19,2020-07-13,2016-08-22,PO000002,111893860105,SET,COVER - SIDE - RED - LEFT & RIGHT,7,0,483,0,OG5568,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,131611210700,UNIT,CLOTH - ARMREST - LEFT SET - GREY,15,0,24,0,OG6228,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133952860701,SET,LEATHER - ARMREST - LEFT & RIGHT - GREY,30,0,75,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133960001800,UNIT,LEATHER - FOOTREST CALVE - TITANIUM GREY,30,0,61,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,131611310800,UNIT,CLOTH - ARMREST - RIGHT SET - BROWN,15,0,24,0,OG6228,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,134801001800,UNIT,PILLOW - TITANIUM GREY,20,0,20,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,161611110000,UNIT,CLOTH - UNDER (OXFORD FABRIC),10,0,31,0,OG5538A,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,131611310700,UNIT,CLOTH - ARMREST - RIGHT SET - GREY,15,0,24,0,OG6228,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133952861300,SET,LEATHER - ARMREST - LEFT & RIGHT - KHAKI,20,0,75,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133956000700,UNIT,LEATHER - BACKREST PAD W SEATREST - GREY,30,0,94,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133956001300,UNIT,LEATHER - BACKREST PAD W SEATREST - KHAKI,20,0,94,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,131611210800,UNIT,CLOTH - ARMREST - LEFT SET - BROWN,15,0,24,0,OG6228,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133956001800,UNIT,LEATHER - BACKREST PAD W SEATREST - TITANIUM GREY,30,0,94,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
AB06216D-9C4B-4BAC-B903-DBB8DCB0B661,GR000200,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133962001800,UNIT,LEATHER - FOOTREST FEET - TITANIUM GREY,30,0,69,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
05505F2A-7E8E-4D64-9774-2838BA057557,GR000205,HEA1609104,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-09-20,2020-07-13,2016-09-20,PO000002,133952861800,SET,LEATHER - ARMREST - LEFT & RIGHT - TITANIUM GREY,50,0,75,0,OG5558,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
5C390EC2-AAA5-44A9-A087-D8530BFCBD3D,GR000225,HEA1609111 @ 11.10.16,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-NURSHAAIN,Nurshaain Binti Sahidin,2016-10-11,2020-07-13,2016-10-11,PO000002,153201000000,UNIT,HINGE,60,0,11,0,OG6228,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
A1115544-674F-4385-AB31-0F70B1D0692C,GR000248,HEA1610113@8.11.16,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-NURSHAAIN,Nurshaain Binti Sahidin,2016-11-10,2020-07-13,2016-11-10,PO000002,114001860000,SET,LED WITH SPEAKER LEFT & RIGHT,10,0,143,0,OG7568,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
0C5D23FE-CB98-4C7E-8FF2-0BEF9D5A2777,GR000320,HEA1612122 @ 17.01.2017,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,36CF402E-AB3E-4004-BAEA-F85D22313246,MYINT-NURSHAAIN,Nurshaain Binti Sahidin,2017-01-20,2020-07-13,2017-01-20,PO000002,144307009000,SET,SET - MOTOR ROLING & SHALF,10,0,41,0,OG6238,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
EAB567B1-F24E-40A5-B1BB-1A60E1A29AD5,GR000006,HEA15112211A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,89067B35-6C16-4758-B90F-0464BD4838ED,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-04,2020-07-13,2016-01-10,PO000003,542901000013,UNIT,GEAR BOX W ARM ROLLER (SMALL),40,0,63,0,OZ0958,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
EAB567B1-F24E-40A5-B1BB-1A60E1A29AD5,GR000006,HEA15112211A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,89067B35-6C16-4758-B90F-0464BD4838ED,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-04,2020-07-13,2016-01-10,PO000003,581004000002,UNIT,BOX - OUTER,79,0,5,0,OZ0958,"","","","","","",Selangor,Malaysia,1,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
B54153FF-DD18-442B-A9C8-392D55774D5C,GR000007,HEA1512205A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,89067B35-6C16-4758-B90F-0464BD4838ED,MYINT-ZALINA,Nor Zalina Binti Rosli,2015-12-23,2020-07-13,2016-01-10,PO000003,533951000003,UNIT,LEATHER,40,0,70,0,OZ0958,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
B54153FF-DD18-442B-A9C8-392D55774D5C,GR000007,HEA1512205A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,89067B35-6C16-4758-B90F-0464BD4838ED,MYINT-ZALINA,Nor Zalina Binti Rosli,2015-12-23,2020-07-13,2016-01-10,PO000003,581002000005,UNIT,BOX - COLOR,79,0,11,0,OZ0958,"","","","","","",Selangor,Malaysia,1,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
E8826EF7-76C8-448C-933C-EA60969C8FBA,GR000010,HEA1601201A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,D58A70E6-D250-487E-95CE-14937C566AA5,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-07,2020-07-13,2016-01-14,PO000004,160808000010,UNIT,BELT - TAPPING (4PH197),20,0,2,0,OZ0968,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
E8826EF7-76C8-448C-933C-EA60969C8FBA,GR000010,HEA1601201A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,D58A70E6-D250-487E-95CE-14937C566AA5,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-07,2020-07-13,2016-01-14,PO000004,515251000012,UNIT,REMOTE CONTROLLER C/W CABLE/WIRE,20,0,21,0,OZ0968,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
E8826EF7-76C8-448C-933C-EA60969C8FBA,GR000010,HEA1601201A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,D58A70E6-D250-487E-95CE-14937C566AA5,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-07,2020-07-13,2016-01-14,PO000004,562854000005,UNIT,GEAR - WORM - ROLLING ( COMBINE WORN GEAR - ROLLING ),30,0,1,0,OZ0968,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
E8826EF7-76C8-448C-933C-EA60969C8FBA,GR000010,HEA1601201A,BD3E5215-FDDB-4EC3-980D-551FC419DE3D,HQ11027,W/S3 - WH - SERV HQ,D58A70E6-D250-487E-95CE-14937C566AA5,MYINT-ZALINA,Nor Zalina Binti Rosli,2016-01-07,2020-07-13,2016-01-14,PO000004,520051000011,UNIT,ADAPTOR ( SWITCHING POWER SUPPLY - FULL SET OF ADAPTOR  ),12,0,22,0,OZ0968,"","","","","","",Selangor,Malaysia,0,VG10191,XIAMEN COMFORT SCIENCE&TECHNO
